team_a,team_b,p_bma,p_stack,p_risk_adaptive,ensemble_prob
Louisville,Miami (FL),0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Georgia,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Clemson,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Villanova,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,SMU,0.7083333333333334,0.6474669917756907,0.7083333333333334,0.6803765907999542
Louisville,TCU,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Auburn,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Louisville,Santa Clara,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Louisville,Indiana,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Louisville,Texas,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Texas A&M,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,VCU,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,San Diego St.,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,New Mexico,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Oklahoma,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Louisville,Cincinnati,0.5632992327365729,0.5306828951591369,0.5632992327365729,0.5483181031220945
Louisville,Tulsa,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Baylor,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,UCF,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Akron,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Seton Hall,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Virginia Tech,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Washington,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Missouri,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,West Virginia,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Boise St.,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Stanford,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Florida St.,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Belmont,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Miami (OH),0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Northwestern,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Yale,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Wake Forest,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,California,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Arkansas,Alabama,0.5013797323487009,0.4789645721121258,0.5013797323487009,0.4910841429056439
Arkansas,Texas Tech,0.3412698412698412,0.34986175307725853,0.3412698412698412,0.34521622378803457
Arkansas,Tennessee,0.3412698412698412,0.34986175307725853,0.3412698412698412,0.34521622378803457
Arkansas,Kansas,0.5067632850241546,0.4834592403088548,0.5067632850241546,0.49605941879169846
Arkansas,BYU,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,North Carolina,0.7766410912190963,0.6976991338173574,0.7766410912190963,0.7403819712903696
Arkansas,Wisconsin,0.5067632850241546,0.4834592403088548,0.5067632850241546,0.49605941879169846
Arkansas,Iowa,0.5289855072463768,0.5020326365348401,0.5289855072463768,0.5166056853656041
Arkansas,Utah St.,0.788235294117647,0.7058140354562069,0.788235294117647,0.7503780835689773
Arkansas,Kentucky,0.6884057971014492,0.6321101032767006,0.6884057971014492,0.6625484155385053
Arkansas,Saint Louis,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,Ohio St.,0.4997771276328751,0.47762719984626795,0.4997771276328751,0.4896033630790014
Arkansas,UCLA,0.5289855072463768,0.5020326365348401,0.5289855072463768,0.5166056853656041
Arkansas,Miami (FL),0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,Georgia,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,Clemson,0.5565067489653266,0.5250215523664379,0.5565067489653266,0.5420451678615181
Arkansas,Villanova,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,SMU,0.6666666666666666,0.615047065576643,0.6666666666666666,0.6429570784046081
Arkansas,TCU,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Arkansas,Auburn,0.5632992327365729,0.5306828951591369,0.5632992327365729,0.5483181031220945
Arkansas,Santa Clara,0.5623188405797102,0.5298662190420632,0.5623188405797102,0.5474129079798024
Arkansas,Indiana,0.5507246376811594,0.5201971960625769,0.5507246376811594,0.5367029665293747
Arkansas,Texas,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,Texas A&M,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,VCU,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Arkansas,San Diego St.,0.788235294117647,0.7058140354562069,0.788235294117647,0.7503780835689773
Arkansas,New Mexico,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Arkansas,Oklahoma,0.5632992327365729,0.5306828951591369,0.5632992327365729,0.5483181031220945
Arkansas,Cincinnati,0.5296756383712905,0.5026096254455751,0.5296756383712905,0.517243848725239
Arkansas,Tulsa,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Arkansas,Baylor,0.5632992327365729,0.5306828951591369,0.5632992327365729,0.5483181031220945
Arkansas,UCF,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Arkansas,Akron,0.7892156862745098,0.7064943722563336,0.7892156862745098,0.751220656199656
Arkansas,Seton Hall,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
