sim,champion,final4
7522,Duke,Duke|Vanderbilt|Arizona|Florida
7523,Duke,Duke|Texas Tech|Iowa St.|Florida
7524,Texas Tech,Houston|Texas Tech|Iowa St.|St. John's (NY)
7525,Tennessee,South Fla.|Iowa|Tennessee|Cincinnati
7526,Florida,Purdue|UConn|Tennessee|Florida
7527,Iowa St.,Duke|Gonzaga|Iowa St.|Arkansas
7528,Houston,Houston|Texas Tech|Arizona|Florida
7529,Purdue,Purdue|Saint Mary's (CA)|Oklahoma|Arkansas
7530,Cincinnati,Houston|Michigan|Michigan St.|Cincinnati
7531,Iowa St.,Houston|Ohio St.|Iowa St.|Virginia
7532,McNeese,Houston|Texas Tech|Virginia Tech|McNeese
7533,Arizona,Purdue|Michigan|Arizona|Arkansas
7534,Arizona,Kansas|Gonzaga|Arizona|Illinois
7535,Florida,Duke|Vanderbilt|Iowa St.|Florida
7536,Cincinnati,Wisconsin|Michigan|Auburn|Cincinnati
7537,Arizona,Houston|UConn|Arizona|Cincinnati
7538,Clemson,South Fla.|Clemson|Iowa St.|Florida
7539,Florida,Houston|Ohio St.|Tennessee|Florida
7540,Duke,Duke|Michigan|Iowa St.|Illinois
7541,Arizona,Duke|Texas Tech|Arizona|Illinois
7542,Indiana,Indiana|Iowa|Louisville|Illinois
7543,Florida,Georgia|Ohio St.|Iowa St.|Florida
7544,Illinois,Duke|Michigan|Iowa St.|Illinois
7545,Illinois,Duke|Texas Tech|Michigan St.|Illinois
7546,Houston,Houston|Texas Tech|Iowa St.|Florida
7547,Alabama,Alabama|Missouri|Arizona|Virginia
7548,Florida,Duke|Gonzaga|Arizona|Florida
7549,Illinois,Duke|Vanderbilt|Iowa St.|Illinois
7550,Michigan,South Fla.|Michigan|Tennessee|McNeese
7551,Florida,Purdue|Gonzaga|Tennessee|Florida
7552,South Fla.,South Fla.|Vanderbilt|UCLA|Virginia
7553,Louisville,Duke|Michigan|Louisville|Virginia
7554,Houston,Houston|Gonzaga|Arizona|Illinois
7555,Duke,Duke|UConn|Tennessee|St. John's (NY)
7556,Florida,Purdue|Gonzaga|Texas A&M|Florida
7557,Alabama,Alabama|Michigan|Louisville|Illinois
7558,UCLA,Kansas|Michigan|UCLA|Miami (OH)
7559,Gonzaga,Saint Louis|Gonzaga|Tennessee|Florida
7560,Duke,Duke|UConn|Michigan St.|VCU
7561,Iowa St.,Houston|Michigan|Iowa St.|Illinois
7562,Illinois,Duke|Michigan|Virginia Tech|Illinois
7563,Michigan,Duke|Michigan|Iowa St.|Illinois
7564,Houston,Houston|Vanderbilt|Baylor|Illinois
7565,Duke,Duke|Gonzaga|Iowa St.|Kentucky
7566,Duke,Duke|Michigan|Iowa St.|St. John's (NY)
7567,Michigan,South Fla.|Michigan|Michigan St.|Arkansas
7568,Iowa St.,Houston|Michigan|Iowa St.|McNeese
7569,Houston,Houston|Michigan|Tennessee|Illinois
7570,Illinois,Indiana|Gonzaga|Louisville|Illinois
7571,Houston,Houston|Iowa|Arizona|Arkansas
7572,Florida,Nebraska|Saint Mary's (CA)|Tennessee|Florida
7573,Illinois,Washington|Vanderbilt|Tennessee|Illinois
7574,Illinois,Purdue|Ohio St.|Louisville|Illinois
7575,Michigan St.,Georgia|Michigan|Michigan St.|Florida
7576,South Fla.,South Fla.|Michigan|Arizona|Florida
7577,Purdue,Purdue|Michigan|Arizona|Santa Clara
7578,Wisconsin,Wisconsin|Iowa|Tennessee|McNeese
7579,Iowa St.,Houston|Iowa|Iowa St.|Illinois
7580,Houston,Houston|Michigan|Arizona|VCU
7581,Iowa St.,Duke|Michigan|Iowa St.|Florida
7582,Houston,Houston|Iowa|Arizona|NC State
7583,Vanderbilt,Purdue|Vanderbilt|Iowa St.|Illinois
7584,Illinois,Duke|Michigan|Utah St.|Illinois
7585,Purdue,Purdue|Texas Tech|Arizona|Florida
7586,Iowa St.,Purdue|UConn|Iowa St.|Virginia
7587,Duke,Duke|Gonzaga|Utah St.|Cincinnati
7588,Florida,Kansas|Michigan|Iowa St.|Florida
7589,Michigan,Houston|Michigan|Arizona|NC State
7590,Michigan,Purdue|Michigan|Iowa St.|Florida
7591,Duke,Duke|Gonzaga|UCLA|Arkansas
7592,Illinois,Houston|Michigan|Louisville|Illinois
7593,Duke,Duke|UConn|BYU|Illinois
7594,Duke,Duke|Michigan|Arizona|Illinois
7595,Purdue,Purdue|Iowa|Iowa St.|Miami (FL)
7596,Duke,Duke|Michigan|Iowa St.|Santa Clara
7597,Louisville,Purdue|Texas Tech|Louisville|Florida
7598,Kansas,Kansas|Michigan|Belmont|Illinois
7599,Duke,Duke|UConn|Michigan St.|Santa Clara
7600,Florida,Houston|Vanderbilt|Iowa St.|Florida
7601,Illinois,Georgia|Vanderbilt|Arizona|Illinois
7602,Purdue,Purdue|Iowa|Arizona|NC State
7603,Duke,Duke|Michigan|Michigan St.|Illinois
7604,Arizona,Wisconsin|Texas Tech|Arizona|Illinois
7605,Duke,Duke|Michigan|Iowa St.|Illinois
7606,Michigan,Houston|Michigan|Louisville|Virginia
7607,Illinois,Houston|Michigan|Texas A&M|Illinois
7608,Michigan,Wisconsin|Michigan|Arizona|Florida
7609,Arizona,Houston|Vanderbilt|Arizona|Illinois
7610,Michigan,Duke|Michigan|Michigan St.|Illinois
7611,Houston,Houston|Gonzaga|Tennessee|NC State
7612,South Fla.,South Fla.|Texas Tech|Arizona|Santa Clara
7613,St. John's (NY),Washington|Michigan|BYU|St. John's (NY)
7614,Illinois,Houston|Ohio St.|Louisville|Illinois
7615,Illinois,South Fla.|Michigan|Louisville|Illinois
7616,Iowa St.,Kansas|Gonzaga|Iowa St.|St. John's (NY)
7617,Georgia,Georgia|Gonzaga|Texas A&M|Florida
7618,Illinois,Houston|Saint Mary's (CA)|Louisville|Illinois
7619,Michigan,Houston|Michigan|Iowa St.|Florida
7620,Duke,Duke|Iowa|Arizona|Florida
7621,Florida,Duke|Saint Mary's (CA)|Iowa St.|Florida
7622,Iowa St.,Wisconsin|Ohio St.|Iowa St.|St. John's (NY)
7623,Illinois,Akron|Ohio St.|Michigan St.|Illinois
7624,Duke,Duke|Gonzaga|Iowa St.|Illinois
7625,Purdue,Purdue|Michigan|Louisville|Illinois
7626,Duke,Duke|UConn|Arizona|Illinois
7627,Iowa,Houston|Iowa|Iowa St.|Illinois
7628,Arizona,Georgia|Gonzaga|Arizona|Florida
7629,Florida,Alabama|Iowa|Arizona|Florida
7630,Illinois,Houston|Ohio St.|Tennessee|Illinois
7631,Illinois,Duke|Michigan|BYU|Illinois
7632,Duke,Duke|Michigan|Iowa St.|Illinois
7633,Arizona,Purdue|Texas Tech|Arizona|McNeese
7634,Tennessee,Purdue|Texas Tech|Tennessee|Illinois
7635,Purdue,Purdue|Michigan|Tennessee|NC State
7636,Duke,Duke|Clemson|Michigan St.|McNeese
7637,Iowa St.,Duke|Michigan|Iowa St.|Florida
7638,Iowa St.,Purdue|Vanderbilt|Iowa St.|Illinois
7639,Louisville,Duke|Texas Tech|Louisville|St. John's (NY)
7640,Florida,South Fla.|Saint Mary's (CA)|Iowa St.|Florida
7641,Florida,South Fla.|UConn|Iowa St.|Florida
7642,Houston,Houston|Iowa|Iowa St.|Illinois
7643,McNeese,Stanford|Texas Tech|Michigan St.|McNeese
7644,Florida,Houston|Michigan|Arizona|Florida
7645,Texas Tech,South Fla.|Texas Tech|Iowa St.|North Carolina
7646,Duke,Duke|Ohio St.|Iowa St.|Florida
7647,Iowa St.,Duke|Michigan|Iowa St.|Virginia
7648,Purdue,Purdue|Vanderbilt|Arizona|Illinois
7649,Purdue,Purdue|Iowa|Utah St.|Miami (FL)
7650,Purdue,Purdue|Michigan|Iowa St.|North Carolina
7651,Iowa St.,Purdue|Florida St.|Iowa St.|Miami (OH)
7652,NC State,Houston|Gonzaga|Louisville|NC State
7653,Duke,Duke|Michigan|Louisville|St. John's (NY)
7654,Iowa St.,Duke|Gonzaga|Iowa St.|Cincinnati
7655,Purdue,Purdue|Michigan|Arizona|NC State
7656,Illinois,South Fla.|Michigan|Iowa St.|Illinois
7657,Florida,Houston|Michigan|Arizona|Florida
7658,Houston,Houston|UConn|Michigan St.|Florida
7659,Louisville,Houston|Michigan|Louisville|Florida
7660,Michigan,Alabama|Michigan|Michigan St.|St. John's (NY)
7661,Houston,Houston|UConn|Iowa St.|Kentucky
7662,Duke,Duke|Ohio St.|Iowa St.|Florida
7663,Houston,Houston|Ohio St.|Iowa St.|Illinois
7664,Florida,Duke|Michigan|Texas A&M|Florida
7665,Florida,Indiana|Michigan|Louisville|Florida
7666,Vanderbilt,Purdue|Vanderbilt|Villanova|NC State
7667,Michigan,Houston|Michigan|Iowa St.|Virginia
7668,Duke,Duke|Vanderbilt|Tennessee|Florida
7669,Illinois,Duke|UConn|Louisville|Illinois
7670,Illinois,Duke|Saint Mary's (CA)|Arizona|Illinois
7671,NC State,Houston|Michigan|Arizona|NC State
7672,Florida,Purdue|Michigan|Michigan St.|Florida
7673,Houston,Houston|Michigan|Tennessee|Florida
7674,Duke,Duke|Texas Tech|West Virginia|Florida
7675,Illinois,Duke|Texas Tech|Arizona|Illinois
7676,Tennessee,Houston|Vanderbilt|Tennessee|Miami (FL)
7677,Florida,Kansas|New Mexico|Auburn|Florida
7678,South Fla.,South Fla.|UConn|Tennessee|McNeese
7679,Duke,Duke|Iowa|Iowa St.|Illinois
7680,Michigan,Purdue|Michigan|Iowa St.|NC State
7681,Florida,Duke|Texas Tech|Tennessee|Florida
7682,Florida,Purdue|Michigan|Arizona|Florida
7683,Iowa St.,Wisconsin|Iowa|Iowa St.|Illinois
7684,Houston,Houston|Ohio St.|Arizona|Florida
7685,Houston,Houston|Iowa|Arizona|Virginia
7686,South Fla.,South Fla.|Saint Mary's (CA)|Louisville|Santa Clara
7687,South Fla.,South Fla.|Michigan|Michigan St.|Florida
7688,Texas Tech,Wisconsin|Texas Tech|Iowa St.|Florida
7689,Iowa St.,Washington|UConn|Iowa St.|Florida
7690,Iowa St.,Houston|Saint Mary's (CA)|Iowa St.|Illinois
7691,Texas Tech,Kansas|Texas Tech|Arizona|Illinois
7692,Arizona,Duke|Ohio St.|Arizona|Cincinnati
7693,Vanderbilt,Houston|Vanderbilt|Arizona|Cincinnati
7694,Houston,Houston|Saint Mary's (CA)|Arizona|Illinois
7695,Illinois,Duke|Michigan|Tennessee|Illinois
7696,Iowa St.,Purdue|Saint Mary's (CA)|Iowa St.|Florida
7697,Illinois,Duke|Vanderbilt|Arizona|Illinois
7698,Florida,Kansas|Saint Mary's (CA)|Michigan St.|Florida
7699,NC State,Duke|Saint Mary's (CA)|Iowa St.|NC State
7700,Duke,Duke|Texas Tech|Louisville|Illinois
7701,Michigan,Alabama|Michigan|Louisville|Illinois
7702,Florida,Saint Louis|Vanderbilt|Iowa St.|Florida
7703,Louisville,South Fla.|Michigan|Louisville|NC State
7704,North Carolina,Houston|Iowa|UCLA|North Carolina
7705,Indiana,Indiana|Clemson|Louisville|Illinois
7706,Arizona,Houston|UConn|Arizona|Arkansas
7707,Tennessee,Houston|Michigan|Tennessee|North Carolina
7708,Tennessee,Purdue|Iowa|Tennessee|McNeese
7709,Iowa St.,Duke|UConn|Iowa St.|Illinois
7710,Purdue,Purdue|Vanderbilt|Arizona|Florida
7711,Duke,Duke|Texas Tech|Arizona|Illinois
7712,Illinois,Purdue|Saint Mary's (CA)|Tennessee|Illinois
7713,Iowa St.,Purdue|Saint Mary's (CA)|Iowa St.|Florida
7714,Duke,Duke|UConn|Tennessee|Santa Clara
7715,Michigan,Wisconsin|Michigan|Iowa St.|Florida
7716,Michigan,Kansas|Michigan|Louisville|Illinois
7717,Tennessee,Houston|Saint Mary's (CA)|Tennessee|NC State
7718,South Fla.,South Fla.|Iowa|Michigan St.|Florida
7719,Houston,Houston|Texas Tech|Arizona|Illinois
7720,Duke,Duke|Michigan|Michigan St.|Illinois
7721,Arizona,Purdue|Michigan|Arizona|Cincinnati
7722,Illinois,Georgia|Vanderbilt|Tennessee|Illinois
7723,South Fla.,South Fla.|Michigan|Iowa St.|Illinois
7724,Duke,Duke|Ohio St.|Michigan St.|Illinois
7725,Duke,Duke|Iowa|Tennessee|McNeese
7726,McNeese,Purdue|UConn|Louisville|McNeese
7727,Houston,Houston|Michigan|Iowa St.|Illinois
7728,McNeese,Houston|Michigan|Michigan St.|McNeese
7729,McNeese,Houston|UConn|Iowa St.|McNeese
7730,Illinois,Duke|Michigan|Louisville|Illinois
7731,Arizona,Purdue|Iowa|Arizona|Arkansas
7732,Florida,Duke|Saint Mary's (CA)|Iowa St.|Florida
7733,North Carolina,Indiana|Gonzaga|Tennessee|North Carolina
7734,South Fla.,South Fla.|Michigan|Iowa St.|Illinois
7735,Illinois,South Fla.|Gonzaga|Arizona|Illinois
7736,Duke,Duke|Texas Tech|Michigan St.|Illinois
7737,NC State,South Fla.|Michigan|Louisville|NC State
7738,McNeese,Alabama|Michigan|Michigan St.|McNeese
7739,Purdue,Purdue|Vanderbilt|Arizona|Florida
7740,Iowa St.,Houston|Michigan|Iowa St.|Virginia
7741,Michigan,Duke|Michigan|Arizona|Miami (FL)
7742,Texas Tech,Duke|Texas Tech|BYU|McNeese
7743,Duke,Duke|Vanderbilt|Arizona|Virginia
7744,Illinois,Alabama|Clemson|Iowa St.|Illinois
7745,Purdue,Purdue|Vanderbilt|Louisville|St. John's (NY)
7746,Michigan,Duke|Michigan|Iowa St.|St. John's (NY)
7747,Arizona,Houston|Iowa|Arizona|McNeese
7748,Houston,Houston|Texas Tech|Tennessee|Illinois
7749,Duke,Duke|Texas Tech|BYU|McNeese
7750,Michigan,Duke|Michigan|Arizona|Cincinnati
7751,Louisville,Indiana|Texas Tech|Louisville|Arkansas
7752,Illinois,Duke|Michigan|Arizona|Illinois
7753,Illinois,Houston|Michigan|Tennessee|Illinois
7754,Texas Tech,South Fla.|Texas Tech|Tennessee|Illinois
7755,Texas Tech,Purdue|Texas Tech|Virginia Tech|Virginia
7756,Arizona,Georgia|Michigan|Arizona|Florida
7757,Duke,Duke|Michigan|Arizona|Virginia
7758,Houston,Houston|Ohio St.|Iowa St.|Illinois
7759,Florida,Houston|UConn|Tennessee|Florida
7760,Houston,Houston|Gonzaga|Iowa St.|Virginia
7761,Florida,Duke|UConn|Tennessee|Florida
7762,Louisville,Houston|Michigan|Louisville|UCF
7763,Tennessee,Georgia|Michigan|Tennessee|Illinois
7764,Michigan,Houston|Michigan|Iowa St.|Florida
7765,Houston,Houston|Iowa|Louisville|Miami (FL)
7766,Florida,Purdue|UConn|Iowa St.|Florida
7767,Houston,Houston|Michigan|Iowa St.|Illinois
7768,Florida,Houston|Florida St.|Tennessee|Florida
7769,St. John's (NY),Duke|Michigan|Iowa St.|St. John's (NY)
7770,West Virginia,Georgia|Michigan|West Virginia|McNeese
7771,Houston,Houston|Texas Tech|Auburn|Illinois
7772,Illinois,Houston|Michigan|Tennessee|Illinois
7773,Florida,South Fla.|Texas Tech|Arizona|Florida
7774,Illinois,Indiana|Texas Tech|Iowa St.|Illinois
7775,Illinois,Duke|Texas Tech|Michigan St.|Illinois
7776,Cincinnati,Duke|Saint Mary's (CA)|Arizona|Cincinnati
7777,BYU,Washington|Texas Tech|BYU|Illinois
7778,Iowa St.,Houston|Michigan|Iowa St.|Florida
7779,Michigan St.,Houston|Gonzaga|Michigan St.|Florida
7780,Florida,Duke|Texas Tech|Iowa St.|Florida
7781,Iowa St.,Houston|Michigan|Iowa St.|Illinois
7782,Arizona,Purdue|Vanderbilt|Arizona|Miami (OH)
7783,NC State,Houston|Vanderbilt|Iowa St.|NC State
7784,Wisconsin,Wisconsin|Ohio St.|Louisville|Florida
7785,UConn,Houston|UConn|Iowa St.|Arkansas
7786,Iowa St.,Duke|Michigan|Iowa St.|NC State
7787,Illinois,Akron|Vanderbilt|Louisville|Illinois
7788,Iowa St.,Purdue|Gonzaga|Iowa St.|Arkansas
7789,Houston,Houston|Texas Tech|Iowa St.|Illinois
7790,Purdue,Purdue|Saint Mary's (CA)|Tennessee|Florida
7791,Iowa St.,Houston|Gonzaga|Iowa St.|NC State
7792,NC State,Duke|Saint Mary's (CA)|Louisville|NC State
7793,Iowa St.,Alabama|Gonzaga|Iowa St.|Florida
7794,Saint Mary's (CA),Houston|Saint Mary's (CA)|Louisville|Santa Clara
7795,Illinois,South Fla.|Texas Tech|Iowa St.|Illinois
7796,Texas Tech,South Fla.|Texas Tech|Arizona|Illinois
7797,Florida,Purdue|Vanderbilt|Iowa St.|Florida
7798,Duke,Duke|Iowa|Iowa St.|Florida
7799,Florida,South Fla.|Texas Tech|Iowa St.|Florida
7800,Florida,Indiana|Iowa|Louisville|Florida
7801,Purdue,Purdue|Michigan|Louisville|Boise St.
7802,Florida,Alabama|UConn|Louisville|Florida
7803,Illinois,South Fla.|Vanderbilt|Texas A&M|Illinois
7804,Michigan St.,Houston|Michigan|Michigan St.|Santa Clara
7805,Iowa St.,Houston|Gonzaga|Iowa St.|St. John's (NY)
7806,Illinois,Purdue|Gonzaga|Tennessee|Illinois
7807,Saint Mary's (CA),Houston|Saint Mary's (CA)|Iowa St.|NC State
7808,Iowa St.,Houston|Michigan|Iowa St.|Virginia
7809,Florida,Houston|Vanderbilt|Iowa St.|Florida
7810,Illinois,Houston|Michigan|Tennessee|Illinois
7811,Purdue,Purdue|Texas Tech|Michigan St.|Florida
7812,Purdue,Purdue|Vanderbilt|Iowa St.|Illinois
7813,Duke,Duke|Saint Mary's (CA)|Arizona|Illinois
7814,Illinois,South Fla.|UConn|Louisville|Illinois
7815,Saint Mary's (CA),Houston|Saint Mary's (CA)|Iowa St.|Illinois
7816,Duke,Duke|UConn|Arizona|St. John's (NY)
7817,Iowa St.,Purdue|Michigan|Iowa St.|Santa Clara
7818,Arizona,Houston|Vanderbilt|Arizona|Florida
7819,Florida,Duke|UConn|Tennessee|Florida
7820,Purdue,Purdue|Texas Tech|Tennessee|Florida
7821,Duke,Duke|Texas Tech|Oklahoma|Cincinnati
7822,Vanderbilt,Alabama|Vanderbilt|Louisville|Illinois
7823,Houston,Houston|Michigan|Iowa St.|Florida
7824,Iowa St.,Houston|UConn|Iowa St.|Cincinnati
7825,Alabama,Alabama|Iowa|Louisville|NC State
7826,Duke,Duke|Vanderbilt|Tennessee|Florida
7827,Michigan St.,Duke|Michigan|Michigan St.|St. John's (NY)
7828,Florida,Nebraska|Gonzaga|Auburn|Florida
7829,Illinois,SMU|UConn|Michigan St.|Illinois
7830,Illinois,SMU|Texas Tech|Tennessee|Illinois
7831,Houston,Houston|Michigan|Michigan St.|Virginia
7832,Saint Mary's (CA),Houston|Saint Mary's (CA)|Iowa St.|Illinois
7833,McNeese,Duke|Michigan|Tennessee|McNeese
7834,Purdue,Purdue|Saint Mary's (CA)|Arizona|North Carolina
7835,Florida,Duke|UConn|Iowa St.|Florida
7836,St. John's (NY),SMU|Vanderbilt|Louisville|St. John's (NY)
7837,Illinois,Duke|Michigan|Iowa St.|Illinois
7838,Houston,Houston|Texas Tech|Iowa St.|Illinois
7839,Miami (FL),Houston|Michigan|Iowa St.|Miami (FL)
7840,Houston,Houston|Vanderbilt|Utah St.|Illinois
7841,Michigan,Houston|Michigan|Iowa St.|Illinois
7842,Florida,Nebraska|Michigan|Arizona|Florida
7843,Arizona,Alabama|Michigan|Arizona|Florida
7844,Virginia,Purdue|Ohio St.|Michigan St.|Virginia
7845,Gonzaga,Purdue|Gonzaga|Tennessee|Florida
7846,South Fla.,South Fla.|Texas Tech|Arizona|Arkansas
7847,Michigan,Houston|Michigan|UCLA|NC State
7848,Illinois,South Fla.|Vanderbilt|Arizona|Illinois
7849,Tennessee,Duke|Michigan|Tennessee|NC State
7850,St. John's (NY),Houston|Texas|Oklahoma|St. John's (NY)
7851,Duke,Duke|Ohio St.|UCLA|Illinois
7852,Illinois,Purdue|Michigan|Michigan St.|Illinois
7853,Duke,Duke|Texas Tech|Arizona|Illinois
7854,Duke,Duke|UConn|Iowa St.|McNeese
7855,Utah St.,Duke|Michigan|Utah St.|Illinois
7856,North Carolina,Houston|Vanderbilt|Michigan St.|North Carolina
7857,Virginia,SMU|Ohio St.|Iowa St.|Virginia
7858,South Fla.,South Fla.|Michigan|Arizona|Illinois
7859,Michigan,Duke|Michigan|Iowa St.|Santa Clara
7860,Illinois,Purdue|Texas Tech|Iowa St.|Illinois
7861,Florida,Duke|Vanderbilt|Iowa St.|Florida
7862,Duke,Duke|Texas Tech|Louisville|Illinois
7863,Duke,Duke|Texas Tech|Michigan St.|Arkansas
7864,Houston,Houston|Michigan|Iowa St.|Florida
7865,Houston,Houston|Texas Tech|Iowa St.|Illinois
7866,Iowa St.,Houston|Vanderbilt|Iowa St.|Illinois
7867,Houston,Houston|Michigan|Iowa St.|North Carolina
7868,Duke,Duke|Gonzaga|Arizona|Florida
7869,Houston,Houston|Michigan|Tennessee|Illinois
7870,South Fla.,South Fla.|Clemson|Arizona|Illinois
7871,Michigan,Nebraska|Michigan|Arizona|UCF
7872,Cincinnati,Duke|Michigan|Tennessee|Cincinnati
7873,Houston,Houston|Iowa|Michigan St.|Illinois
7874,Louisville,Kansas|Texas Tech|Louisville|Illinois
7875,Illinois,Houston|Gonzaga|Iowa St.|Illinois
7876,Iowa St.,Purdue|Michigan|Iowa St.|Virginia
7877,Michigan,Akron|Michigan|Iowa St.|Arkansas
7878,Florida,Nebraska|Michigan|Louisville|Florida
7879,Arizona,Purdue|UConn|Arizona|Santa Clara
7880,Duke,Duke|Michigan|Arizona|Illinois
7881,Duke,Duke|Vanderbilt|Michigan St.|Illinois
7882,Duke,Duke|Ohio St.|Iowa St.|Santa Clara
7883,Houston,Houston|Iowa|Iowa St.|Illinois
7884,Florida,Duke|Michigan|Louisville|Florida
7885,Duke,Duke|Michigan|Iowa St.|Florida
7886,Florida,Houston|Texas Tech|Arizona|Florida
7887,UConn,Houston|UConn|Arizona|Virginia
7888,Illinois,Houston|Texas Tech|Utah St.|Illinois
7889,Michigan,Duke|Michigan|Arizona|NC State
7890,Iowa St.,Duke|Texas|Iowa St.|Illinois
7891,Duke,Duke|Iowa|Arizona|Illinois
7892,Purdue,Purdue|Michigan|Arizona|Illinois
7893,Iowa St.,Georgia|Texas Tech|Iowa St.|St. John's (NY)
7894,Michigan,Duke|Michigan|Iowa St.|Florida
7895,St. John's (NY),Houston|Michigan|Arizona|St. John's (NY)
7896,Houston,Houston|Saint Mary's (CA)|Arizona|Illinois
7897,Cincinnati,Houston|Michigan|Iowa St.|Cincinnati
7898,Florida,South Fla.|Michigan|Iowa St.|Florida
7899,St. John's (NY),Houston|Michigan|Iowa St.|St. John's (NY)
7900,Florida,Alabama|Saint Mary's (CA)|Louisville|Florida
7901,Duke,Duke|Vanderbilt|Michigan St.|Arkansas
7902,NC State,South Fla.|Gonzaga|Michigan St.|NC State
7903,Florida,Houston|Texas Tech|Iowa St.|Florida
7904,Florida,Duke|Gonzaga|Iowa St.|Florida
7905,Arizona,Duke|Vanderbilt|Arizona|NC State
7906,Houston,Houston|Michigan|Michigan St.|NC State
7907,Illinois,Purdue|Vanderbilt|Iowa St.|Illinois
7908,Duke,Duke|UConn|Louisville|Illinois
7909,Arizona,Purdue|Michigan|Arizona|Florida
7910,Saint Mary's (CA),Houston|Saint Mary's (CA)|Michigan St.|Arkansas
7911,UConn,Purdue|UConn|UCLA|Virginia
7912,Iowa St.,Nebraska|Missouri|Iowa St.|Arkansas
7913,Florida,Duke|UConn|Michigan St.|Florida
7914,Houston,Houston|Michigan|Arizona|Illinois
7915,Duke,Duke|Michigan|Iowa St.|VCU
7916,Houston,Houston|Vanderbilt|Louisville|Illinois
7917,Duke,Duke|Texas Tech|Iowa St.|Florida
7918,Iowa St.,Houston|UConn|Iowa St.|Arkansas
7919,Duke,Duke|Texas Tech|Iowa St.|Santa Clara
7920,Duke,Duke|Michigan|Texas A&M|Cincinnati
7921,Ohio St.,Washington|Ohio St.|Michigan St.|Virginia
7922,McNeese,South Fla.|Iowa|Arizona|McNeese
7923,Michigan,Nebraska|Michigan|Iowa St.|St. John's (NY)
7924,Florida,Kansas|Gonzaga|Tennessee|Florida
7925,Duke,Duke|Michigan|Iowa St.|Florida
7926,Arizona,SMU|Vanderbilt|Arizona|Arkansas
7927,Iowa St.,Duke|Clemson|Iowa St.|Virginia
7928,Iowa St.,Duke|Vanderbilt|Iowa St.|St. John's (NY)
7929,Michigan,Kansas|Michigan|Iowa St.|Kentucky
7930,Michigan,Purdue|Michigan|Louisville|Florida
7931,Purdue,Purdue|Saint Mary's (CA)|Iowa St.|Illinois
7932,Florida,Houston|Gonzaga|Louisville|Florida
7933,Illinois,Houston|Saint Mary's (CA)|Michigan St.|Illinois
7934,Michigan,Houston|Michigan|Iowa St.|Virginia
7935,Purdue,Purdue|UConn|Arizona|Florida
7936,Iowa St.,Purdue|UConn|Iowa St.|Virginia
7937,Purdue,Purdue|Iowa|Tennessee|Florida
7938,Texas Tech,South Fla.|Texas Tech|Tennessee|Florida
7939,Purdue,Purdue|Michigan|Iowa St.|Cincinnati
7940,Duke,Duke|Texas Tech|Iowa St.|Florida
7941,McNeese,Duke|Ohio St.|Iowa St.|McNeese
7942,Illinois,Purdue|Vanderbilt|Arizona|Illinois
7943,NC State,Wisconsin|UConn|Michigan St.|NC State
7944,Michigan,Houston|Michigan|Michigan St.|Illinois
7945,Florida,Duke|Gonzaga|Arizona|Florida
7946,Houston,Houston|UConn|Michigan St.|Santa Clara
7947,Illinois,Purdue|UConn|Tennessee|Illinois
7948,Cincinnati,Duke|Michigan|West Virginia|Cincinnati
7949,Saint Mary's (CA),Georgia|Saint Mary's (CA)|Iowa St.|Florida
7950,Houston,Houston|Iowa|Iowa St.|North Carolina
7951,Houston,Houston|Michigan|Tennessee|Illinois
7952,Iowa St.,Wisconsin|Vanderbilt|Iowa St.|North Carolina
7953,McNeese,Duke|UConn|Iowa St.|McNeese
7954,Iowa St.,Duke|Iowa|Iowa St.|Florida
7955,Michigan,Alabama|Michigan|Arizona|UCF
7956,Gonzaga,Houston|Gonzaga|Iowa St.|Florida
7957,McNeese,Houston|Michigan|Michigan St.|McNeese
7958,Illinois,Duke|Ohio St.|Tennessee|Illinois
7959,Florida,Alabama|Saint Mary's (CA)|Louisville|Florida
7960,Michigan,Purdue|Michigan|UCLA|Illinois
7961,Alabama,Alabama|UConn|Louisville|NC State
7962,Duke,Duke|Clemson|Arizona|Illinois
7963,Michigan,SMU|Michigan|Tennessee|Kentucky
7964,Illinois,Purdue|Texas Tech|Michigan St.|Illinois
7965,Florida,Houston|Vanderbilt|Utah St.|Florida
7966,Houston,Houston|UConn|Tennessee|Florida
7967,Illinois,Houston|Michigan|Michigan St.|Illinois
7968,Illinois,Purdue|Gonzaga|Arizona|Illinois
7969,Duke,Duke|Michigan|Arizona|Illinois
7970,Michigan,Houston|Michigan|Iowa St.|St. John's (NY)
7971,Illinois,Duke|Michigan|Michigan St.|Illinois
7972,Arizona,Nebraska|Michigan|Arizona|Arkansas
7973,Michigan,Georgia|Michigan|Iowa St.|Illinois
7974,Houston,Houston|Texas Tech|Iowa St.|Illinois
7975,Michigan,Houston|Michigan|Iowa St.|Illinois
7976,Saint Mary's (CA),Duke|Saint Mary's (CA)|Iowa St.|Florida
7977,Arizona,Duke|Iowa|Arizona|Illinois
7978,Iowa St.,Purdue|UConn|Iowa St.|Florida
7979,Iowa St.,Purdue|UConn|Iowa St.|St. John's (NY)
7980,Illinois,Duke|Michigan|Arizona|Illinois
