team_a,team_b,elastic_net_platt,elastic_net_isotonic,elastic_net_beta,elastic_net_venn_abers,gp_platt,gp_isotonic,gp_beta,gp_venn_abers,lightgbm_platt,lightgbm_isotonic,lightgbm_beta,lightgbm_venn_abers,xgboost_platt,xgboost_isotonic,xgboost_beta,xgboost_venn_abers
Michigan St.,California,0.7609667802416166,0.8571428571428571,0.8407937581564969,0.8571428571428571,0.7664972775248636,0.8571428571428571,0.8684315704411394,0.8571428571428571,0.7787434196448391,0.9673430421318653,0.8877072276904546,0.9673430421318653,0.7961214955973424,0.97,0.9095195186501068,0.97
Virginia,Nebraska,0.5332584082689077,0.5454545454545454,0.5549378011055849,0.5454545454545454,0.5192129630702508,0.5,0.5252070946947399,0.5,0.3883127413353081,0.36363636363636365,0.35903938324599405,0.36363636363636365,0.5127266475520854,0.5135135135135135,0.5133813511969478,0.5135135135135135
Virginia,Vanderbilt,0.4785270595726661,0.5,0.4834969308678576,0.5,0.4917565050387023,0.5,0.4891904653443588,0.5,0.3362788648825006,0.34210526315789475,0.29269466730533367,0.34210526315789475,0.3339591802794675,0.3076923076923077,0.28314124866374496,0.3076923076923077
Virginia,Louisville,0.523990583197955,0.5454545454545454,0.5430719163069038,0.5454545454545454,0.5327158794616482,0.5,0.5429432375426246,0.5,0.41929978635162896,0.36363636363636365,0.3972959124436844,0.36363636363636365,0.45398501561379845,0.5135135135135135,0.4386599986836889,0.5135135135135135
Virginia,Arkansas,0.549670296657066,0.7083333333333334,0.5757558309243772,0.7083333333333334,0.5723684202721459,0.631578947368421,0.5952818556026217,0.631578947368421,0.5609896436094791,0.56,0.5703223503176728,0.56,0.4853347133938143,0.5135135135135135,0.47850313447152243,0.5135135135135135
Virginia,Alabama,0.5366018622804574,0.5454545454545454,0.5591983579982331,0.5454545454545454,0.5692664454440133,0.631578947368421,0.5911681558483948,0.631578947368421,0.5437976127990791,0.56,0.5489494647609524,0.56,0.4623321531279343,0.5135135135135135,0.4492712739527194,0.5135135135135135
Virginia,Texas Tech,0.49403646272819635,0.5,0.5040971755385545,0.5,0.5036590187208353,0.5,0.5048012379790007,0.5,0.29165033105353877,0.2222222222222222,0.23233527444998694,0.2222222222222222,0.33243144498389576,0.3076923076923077,0.28109522730308556,0.3076923076923077
Virginia,Tennessee,0.5000029056332311,0.5,0.511942097991853,0.5,0.4955610954869188,0.5,0.49418065475831924,0.5,0.3696060675047295,0.34210526315789475,0.3355583801864128,0.34210526315789475,0.34493157228103727,0.3076923076923077,0.2977657728373542,0.3076923076923077
Virginia,Kansas,0.5372966411239785,0.5454545454545454,0.5600824181759035,0.5454545454545454,0.5344190747735487,0.590086303668308,0.5451825599687176,0.590086303668308,0.4418680058117467,0.36363636363636365,0.42482298108588573,0.36363636363636365,0.5134303565265966,0.5135135135135135,0.5142794386457666,0.5135135135135135
Virginia,BYU,0.6558210966940642,0.7727272727272727,0.7068036718815883,0.7727272727272727,0.6775478450614947,0.8181818181818182,0.7383982754840521,0.8181818181818182,0.6568091221728167,0.6808510638297872,0.6958887436560498,0.6808510638297872,0.7087614549795682,0.8125802377510143,0.7767847295676207,0.8125802377510143
Virginia,North Carolina,0.6183111372314547,0.7083333333333334,0.6608721717967168,0.7083333333333334,0.6278045987448377,0.7142857142857143,0.6696638889584857,0.7142857142857143,0.5681088168727048,0.56,0.5792460816316471,0.56,0.5930796605866107,0.7142857142857143,0.6173297014401095,0.7142857142857143
Virginia,Wisconsin,0.5535133392133931,0.7083333333333334,0.5805976295779324,0.7083333333333334,0.5708883164189498,0.631578947368421,0.5933185081441951,0.631578947368421,0.5694422233741238,0.56,0.5809227634996621,0.56,0.5111162092691477,0.5135135135135135,0.5113265425354943,0.5135135135135135
