year,favorite,underdog,adjoe_diff,adjde_diff,barthag_diff,sos_diff,wab_diff,adjt_diff,adjoe_ratio,adjde_ratio,barthag_ratio,sos_ratio,wab_ratio,adjt_ratio,favorite_win_flag
2013,Duke,Michigan State,7.151680191816851,3.716520345388574,0.01339861743789661,-0.009139804225941739,0.9122918676108247,3.391106843312272,1.063636377507467,1.0416284446094166,1.01434717735304,0.9876299924532049,1.1363875356198954,1.0537782613427227,1
2014,Creighton,Baylor,5.958114311554056,2.4141014961165865,0.025820557432813973,-0.04288441645909025,2.525366480790604,2.4893522099312477,1.0497639089137185,1.024092198818512,1.029152423013248,0.9410325651255208,1.8068881895708702,1.0408499838839411,0
2013,Kansas,Michigan,-9.814624034384295,-7.626984705727068,-3.4761710672182033e-06,-0.04513208334705954,1.3366623796790202,2.891725652367697,0.9199277421495503,0.9199333613408521,0.9999952773615696,0.9373616063299185,1.2159913340481974,1.0455708927439271,0
2011,West Virginia,Clemson,5.082502980242083,3.4205406397218923,0.008850362171822557,0.09815199406012842,2.4125777767484706,-1.25748148728551,1.0460155351887066,1.0372616207195062,1.0099037373773496,1.1477049907308337,5.686060095614049,0.9801663162437684,1
2014,Memphis,George Washington,2.3433919548460693,0.06942409287115936,0.033074182590685286,0.005492163309880227,-0.4036786145455702,2.337704001320475,1.0211590806090127,1.0007115794222043,1.0407679995262564,1.0085954202813254,0.8756659521027674,1.035877824972379,1
2012,Florida,Louisville,16.10508471857338,11.471865772927657,0.014886594119854601,-0.05662065244343584,-2.4670312801642997,-1.4252227238947768,1.1524070945182059,1.1327846286187673,1.0163539711960228,0.9217206602620088,0.5526808665042435,0.9783623067013332,0
2011,Temple,Penn State,-2.902434517939497,-3.398059067609182,0.013906881926091463,-0.15776224225381152,0.7271411356300088,4.726467082476496,0.9743416818169828,0.9653113404728489,1.0165638540424973,0.7922397461706991,1.4954222251094063,1.0796186061606228,1
2012,Georgetown,Belmont,-4.9991476575370655,-9.576852557384967,0.06561231036710946,0.20341881991180927,3.691604524230798,-4.803960875137584,0.9571448403618334,0.9045283300888805,1.0771780862367348,1.4087924654705997,4.960745609402454,0.9281398306170036,1
2014,Cal Poly,Texas Southern,-4.212189001744818,-8.355962986699183,0.09876223606962442,0.24989262316682775,-0.9579475745206398,-7.2498961045175605,0.960580577787382,0.9262687697536727,1.2930194772444572,1.8555642537585115,1.099357947183526,0.8895048220620234,1
2014,Iowa State,North Carolina,5.230532686134694,4.1615460005284035,0.0025479626478728257,0.026411026757066636,3.2234941448197727,0.8008742976712,1.0459232726646417,1.0436283454222361,1.0028782508874385,1.0373963909348745,1.7546078421245896,1.011630334109101,1
2013,Ohio State,Arizona,-0.9351093522950862,-2.85650620086156,0.01771616040367363,0.007147476885203563,2.5731147607011255,-1.548463940838161,0.9919146823472744,0.9695290048183364,1.0192976568268775,1.0101864597594525,1.5616980264601363,0.9763486498044114,1
2013,Saint Mary's,Middle Tennessee,8.64463070914448,4.156656055442738,0.04535166740503982,0.13481125891606444,1.7349737968648398,-0.051540494215544186,1.0810887811625818,1.0450820379940706,1.0538926931791037,1.2998882783708865,2.817146377781248,0.9991884880227362,0
2011,Brigham Young,Gonzaga,5.464620315785481,0.8160361221229095,0.041879968203226925,0.06664645384797963,6.887038100581548,3.3726659488480095,1.0489124327164772,1.0086428047958502,1.0479253733927345,1.1111326722558659,20.384371905847285,1.0506031283029376,1
2013,San Diego State,Oklahoma,-4.667312099768935,-6.232580475179162,0.03435000791903231,-0.0028432486218762376,0.116195834675001,0.09752786547016967,0.9582526704616483,0.9358572563583349,1.041193737794064,0.9957595624556205,1.3085414941911802,1.0014916155844267,1
2011,Butler,Old Dominion,2.2670536664519574,-0.38395133307361107,0.03777450008240102,0.07305556045724171,-2.73705551547063,3.077426138185416,1.0206220090766784,0.99601502607466,1.0460620389117876,1.1299633547984664,-0.15942366795597537,1.0511274022376325,1
2011,Washington,Georgia,8.3660886922721,2.030184443611404,0.06467253178796006,0.060313518259662025,1.6011463998403717,7.21006814029748,1.076052538418877,1.021344515423051,1.0768158500774683,1.0942471112613752,12.365607334228748,1.114095752256863,1
2011,Wisconsin,Kansas State,10.470310752308364,4.708503358477756,0.03458679554683597,0.04052969400889994,3.6523493890107632,-10.32579865130863,1.09300108612031,1.0505641387338296,1.0384846110052195,1.0594615258699607,2.840376744932713,0.8454587193367137,1
2012,South Florida,Ohio,-3.534883444434044,-4.789479987162693,0.03161636650974675,0.17573241359780467,-0.4356351835845895,-7.343015268586392,0.9669309388392692,0.9495070774306411,1.0396155195163341,1.3358841220954634,0.024499475630689337,0.8884488848460745,0
2011,Tennessee,Michigan,-3.4859934889276047,0.5185062340745219,-0.052134150299524507,-0.019733239334637998,-2.678759635782365,4.477873221225458,0.9691027598413758,1.005468260014823,0.9408042472572403,0.973148328623125,-0.6565378091392328,1.0731275665591895,0
2011,Kansas State,Utah State,1.9600482651970594,1.2337097644549573,0.004511214422771026,0.16297598622501408,-1.845401490739745,4.929198863835012,1.017718323736455,1.0134265600579613,1.005043964997163,1.3142478411401117,0.5181675339745206,1.0796488673244211,1
2013,Indiana,Syracuse,8.144288335980434,2.735998013493571,0.018031084642531003,-0.009969918912165032,2.605767290397866,2.4116780759224525,1.0715400348361692,1.0309328319842288,1.0190197694520988,0.9858529174544546,1.5085028095992656,1.0376727822795178,0
2012,California,South Florida,6.878846611415057,4.6927621118771725,0.021035693979594705,-0.09540806837373927,1.8101641386591072,7.233406744473605,1.0665528634187873,1.0521041470471082,1.0253530408016658,0.8634913041385013,166.43401022241764,1.1236829395551413,0
2012,Connecticut,Iowa State,-2.8707087544475627,-0.4891375625503116,-0.029466355857710957,0.051130514357818346,-1.3982965501455764,-3.0197346348296605,0.9747903018358807,0.9949422205332404,0.966030528010139,1.0781787181845826,0.25286208101825525,0.9542874447319448,0
2014,Wichita State,Kentucky,-0.6960317082781842,-3.3344450610888714,0.025533687030105612,-0.17989425176528706,4.276904636500955,-0.7822124099275101,0.9940866045913265,0.9655961992730561,1.0282665314745416,0.7555677986767543,2.0811298070346287,0.9877635420034918,0
2014,Cincinnati,Harvard,-3.357116952221503,-3.7071274703207706,0.011930459634890034,0.10112909188771846,2.9851193800266627,-2.092349832852115,0.9701747721592118,0.9613283084861245,1.0138114868840518,1.1981975939551963,2.2573653660350543,0.9670776718553645,0
2012,West Virginia,Gonzaga,-1.9546032739597194,2.6588886925024866,-0.06517019193518991,0.1370275118730755,-2.324808964302572,-0.480630477726919,0.9827622670520851,1.0279333062359381,0.9261183806636082,1.2440283131165757,-0.09399123771926775,0.9925802359934416,0
2013,Creighton,Cincinnati,12.107071197931432,6.572973096656767,0.043665540536780956,-0.03383137348936782,1.9095922753840635,-0.26911486788587524,1.1147110643648246,1.0731467537581172,1.0505297606220265,0.9500964089046963,2.1319664508832,0.9958049551803102,1
2013,Michigan,Virginia Commonwealth,7.562562838625297,1.8346779152000323,0.03170626826760159,0.07904973748647715,3.4789754615255855,-3.330482796141794,1.065755952331482,1.019638323750104,1.03460876194617,1.123227894754063,2.2839818586943434,0.9501320081398205,1
2011,Vanderbilt,Richmond,4.687182265691959,1.66507826172095,0.03484389016964162,0.08506577644176472,-0.03282692167970791,4.452550282611867,1.0417340895734044,1.0170542917266365,1.0418040219178835,1.1460524037430442,0.9820911317204686,1.0719802735520214,0
2011,Illinois,UNLV,4.190079160789907,-0.3702348881668769,0.041008477181220915,0.1119256471779213,-1.4674624029479986,-1.3278450558151178,1.0378554680298884,0.9960151448568165,1.0464844714076913,1.1751277952699184,0.48003055926184607,0.9800368860187643,1
2013,Memphis,Saint Mary's,-7.710754899633599,-4.857387796463485,-0.02185015314590788,-0.009041381637085899,2.049371193500496,4.485778435873769,0.9330963259319425,0.9495905413150997,0.9753609657059696,0.9845256430695417,1.7619177366490555,1.0706851563026685,1
2011,Florida,Brigham Young,-0.7657997663629601,0.16182923141288086,-0.007621150553786982,0.018058885703627348,-2.007390558180349,-7.596924011116059,0.9934651456798076,1.0016992713748427,0.9916763037304034,1.0271001414486929,0.7228250293699461,0.8915066022549019,1
2013,Miami (FL),Marquette,-0.4186073647663022,-2.2628214854375415,0.020302938883490107,-0.0009238048384107023,1.893059060748886,-1.5950991963026198,0.9963284456294346,0.976102185309249,1.022700098182568,0.9986968767549316,1.4242951758871445,0.9747878596094334,0
